plate,state,license_type,summons_number,issue_date,violation_time,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,judgment_entry_date
HHB9168,NY,PAS,4939770084,03/11/2025,09:23A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
CDE9101,NY,PAS,4939770060,03/11/2025,09:23A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
DYX9765,NY,PAS,5701170883,11/12/2024,02:14P,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,ST,TRANSIT AUTHORITY,,
ACY7962,NY,PAS,4939192234,03/06/2025,11:46A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
KKR8137,NY,PAS,4939192090,03/06/2025,11:46A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
KSE7219,NY,PAS,4939192131,03/06/2025,11:46A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
LCE7372,NY,PAS,2022743568,04/11/2025,12:09P,NO PARKING-STREET CLEANING,65,0,0,0,65,0,025,NY,DEPARTMENT OF SANITATION,,
H32LFV,NJ,PAS,2022743866,04/15/2025,09:32A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,033,NY,DEPARTMENT OF SANITATION,,
KST6208,NY,PAS,2023000737,04/11/2025,01:49A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,108,Qns,DEPARTMENT OF SANITATION,,
LJF2611,NY,PAS,5701170937,11/12/2024,02:15P,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,BK,TRANSIT AUTHORITY,,
XJWA27,NJ,PAS,9196189113,04/24/2025,04:37P,PLTFRM LFTS LWRD POS COMM VEH,45,0,0,0,45,0,024,NY,TRAFFIC,,
LDK4239,NY,PAS,9196189575,04/25/2025,03:46P,FIRE HYDRANT,115,0,0,0,115,0,019,NY,TRAFFIC,,
72570MM,NY,COM,9196190644,04/08/2025,02:38P,DOUBLE PARKING,115,0,0,0,115,0,019,NY,TRAFFIC,HEARING HELD-GUILTY,
4LSK32,MA,PAS,4941170489,03/22/2025,11:39A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
KHG6248,NY,PAS,4939770606,03/11/2025,09:37A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
LTP2743,NY,PAS,4939770692,03/11/2025,09:38A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
FWH2205,NY,PAS,4939770450,03/11/2025,09:30A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
KFN7289,NY,PAS,4939770461,03/11/2025,09:31A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
KLW1316,NY,PAS,2023084398,04/11/2025,09:07A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,109,Qns,DEPARTMENT OF SANITATION,,
TGV5699,VA,PAS,5701171528,11/12/2024,03:05P,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,BK,TRANSIT AUTHORITY,,
KPJ1902,NY,PAS,5701171589,11/12/2024,03:13P,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,BK,TRANSIT AUTHORITY,HEARING HELD-GUILTY,
LSH9550,NY,OMS,5701171462,11/12/2024,02:58P,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,,TRANSIT AUTHORITY,,
KDP5751,NY,PAS,4939192532,03/06/2025,11:49A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
DME4119,NY,PAS,4939192635,03/06/2025,11:49A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
CWW8540,NY,PAS,4939192775,03/06/2025,11:51A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
F93STJ,NJ,PAS,2023092140,04/12/2025,02:07P,FIRE HYDRANT,115,0,0,0,115,0,102,Qns,DEPARTMENT OF SANITATION,,
JCA9920,NY,PAS,4939192805,03/06/2025,11:51A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
KVG1210,NY,PAS,4941170740,03/22/2025,11:52A,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
KVU4271,NY,PAS,4049629290,11/18/2025,08:40A,BUS LANE VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
KTX9436,NY,PAS,1498523110,04/18/2024,06:05P,DOUBLE PARKING,115,10,0,0,125,0,067,K,POLICE DEPARTMENT,,
JPW6265,NY,PAS,4965446835,09/19/2025,05:06P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
JAL2810,NY,PAS,4966009870,09/24/2025,02:32P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
574846T,NJ,PAS,9043100882,03/27/2023,,,,,,,,,,,,,
LMH2308,PA,PAS,9043100900,03/27/2023,,,,,,,,,,,,,
KFN7533,NY,PAS,4941170817,03/22/2025,11:55A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
RJ1618,NY,SRF,4941170878,03/22/2025,11:57A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
84841NA,NY,COM,4941171070,03/22/2025,12:05P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
T702069C,NY,OMT,5701172004,11/12/2024,04:06P,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,,TRANSIT AUTHORITY,,
LKR4865,NY,PAS,5701171899,11/12/2024,03:47P,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,,TRANSIT AUTHORITY,,
PYXA78,FL,PAS,4779900797,05/17/2022,09:42A,PHTO SCHOOL ZN SPEED VIOLATION,50,25,16.23,0,91.23,0,000,BK,DEPARTMENT OF TRANSPORTATION,,08/11/2022
U23NDE,NJ,PAS,4939771015,03/11/2025,09:43A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
LTE2501,NY,PAS,4939192957,03/06/2025,11:52A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
74895MD,NY,COM,9196190693,04/08/2025,03:24P,EXPIRED MUNI METER,65,0,0,65,0,0,019,NY,TRAFFIC,HEARING HELD-NOT GUILTY,
KND5283,NY,PAS,8991618546,09/16/2021,01:29P,INSP. STICKER-EXPIRED/MISSING,65,60,42.49,0.19,167.3,0,084,K,TRAFFIC,,07/28/2022
LXE2535,NY,PAS,4965446847,09/19/2025,05:06P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
LAU5064,NY,PAS,4965446914,09/19/2025,05:08P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
KWR3631,NY,PAS,4966009935,09/24/2025,02:34P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
F70UZE,NJ,PAS,4933805398,01/14/2025,03:40P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,1.24,0.06,76.18,0,000,BX,DEPARTMENT OF TRANSPORTATION,,04/03/2025
KHG2159,NY,PAS,4965446926,09/19/2025,05:08P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
Y102703C,NY,OMT,4965446963,09/19/2025,05:08P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
62912ML,NY,COM,4966009911,09/24/2025,02:33P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
E87RJH,NJ,PAS,4939771301,03/11/2025,09:51A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
Y14SFM,NJ,PAS,4939193627,03/06/2025,11:59A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
KUP1700,NY,PAS,5701172909,11/12/2024,06:22P,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,,TRANSIT AUTHORITY,,
LPJ9820,NY,PAS,5701172739,11/12/2024,05:46P,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,QN,TRANSIT AUTHORITY,,
LSL8586,NY,PAS,4939771192,03/11/2025,09:47A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
BREWER,NY,SRF,4939771404,03/11/2025,09:53A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
HRE4462,NY,PAS,4939193470,03/06/2025,11:57A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
LBF8614,NY,PAS,4939193561,03/06/2025,11:58A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
U23NDE,NJ,PAS,4939771179,03/11/2025,09:47A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
G0N1ES,VA,PAS,2023101207,04/15/2025,09:56A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,114,Qns,DEPARTMENT OF SANITATION,,
72375ND,NY,COM,4939193664,03/06/2025,11:59A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
Y14SFM,NJ,PAS,4939194085,03/06/2025,12:02P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
XKCD76,NJ,PAS,2011876175,05/09/2023,11:12A,NO PARKING-STREET CLEANING,65,60,2.83,0,127.83,0,067,Kings,DEPARTMENT OF SANITATION,HEARING HELD-GUILTY,07/17/2025
JPM6485,NY,PAS,4939771702,03/11/2025,09:59A,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
LFR8546,NY,PAS,4967909358,10/10/2025,02:44A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
62912ML,NY,COM,4966009972,09/24/2025,02:34P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
2AK9613,AL,PAS,9043100912,03/27/2023,,,,,,,,,,,,,
S1435863,GA,PAS,9043100936,03/27/2023,,,,,,,,,,,,,
JGG8656,NY,PAS,4967912643,10/10/2025,04:22A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
LPX2239,NY,PAS,4941171548,03/22/2025,12:21P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
KTX9248,NY,PAS,5701173057,11/12/2024,06:45P,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,,TRANSIT AUTHORITY,,
LRL1601,NY,PAS,4939193731,03/06/2025,12:00P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
E89WBP,NJ,PAS,4967914019,10/10/2025,05:12A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,MN,DEPARTMENT OF TRANSPORTATION,,
LWF9293,PA,PAS,4780132095,05/19/2022,06:06P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,18.11,0.13,92.98,0,000,BX,DEPARTMENT OF TRANSPORTATION,,08/11/2022
HUH4140,NY,PAS,4780550804,05/26/2022,12:06P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,17.48,0.02,92.46,0,000,BK,DEPARTMENT OF TRANSPORTATION,,08/18/2022
KRM3310,NY,PAS,4939771880,03/11/2025,10:02A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
LBF7911,NY,PAS,4939193913,03/06/2025,12:01P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,MN,DEPARTMENT OF TRANSPORTATION,,
LCK5072,NY,PAS,4939772032,03/11/2025,10:05A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
JLH5823,NY,PAS,4967916272,10/10/2025,06:13A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
LVA4283,NY,PAS,1499323037,05/20/2025,01:08A,FIRE HYDRANT,115,60,1.72,0,176.72,0,047,BX,POLICE DEPARTMENT,HEARING HELD-GUILTY,10/30/2025
KNM7188,NY,PAS,4049629318,11/18/2025,11:03A,BUS LANE VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
BDG9772,NY,PAS,4939194334,03/06/2025,12:04P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
HYW4434,NY,PAS,4939772123,03/11/2025,10:06A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
HSP7682,NY,PAS,4965447475,09/19/2025,05:23P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
U91UYN,NJ,PAS,9196191030,04/09/2025,06:11P,EXPIRED MUNI METER,65,10,0,10,65,0,020,NY,TRAFFIC,,
LJX4830,NY,PAS,9196191065,04/10/2025,12:49P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,65,0,023,NY,TRAFFIC,,
C32SYG,NJ,PAS,4965447153,09/19/2025,05:16P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
B56PDA,NJ,PAS,2023109267,04/15/2025,09:14A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,009,NY,DEPARTMENT OF SANITATION,,
HPZ4924,NY,PAS,2023139867,04/11/2025,09:17A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,078,Kings,DEPARTMENT OF SANITATION,,
B80RYV,NJ,PAS,2023177390,04/15/2025,08:39A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,010,NY,DEPARTMENT OF SANITATION,,
ETP7032,NY,PAS,4939194188,03/06/2025,12:03P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
KXT2666,NY,PAS,4939194632,03/06/2025,12:06P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
GCZ9694,NY,PAS,5707327538,11/04/2025,03:48P,MTA CAMERA VIOLATION - DOUBLE PARKING,50,0,0,0,50,0,000,BK,TRANSIT AUTHORITY,,
LNK8158,NY,PAS,4939194723,03/06/2025,12:07P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
KDV5535,NY,PAS,9196192136,04/14/2025,05:52P,FAIL TO DSPLY MUNI METER RECPT,65,0,0,0,65,0,020,NY,TRAFFIC,,
HRJ7440,NY,PAS,5701173290,11/12/2024,02:32P,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,,TRANSIT AUTHORITY,,
HZG6807,NY,PAS,5701173392,11/12/2024,03:12P,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,BK,TRANSIT AUTHORITY,,
JRY5806,NY,PAS,5701173458,11/12/2024,03:21P,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,,TRANSIT AUTHORITY,,
HRZ5306,NY,PAS,4965839420,09/23/2025,04:00P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
15342NE,NY,COM,9194101140,03/26/2025,02:09P,FAIL TO DISP. MUNI METER RECPT,65,0,0,15,50,0,014,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
LNK2181,NY,PAS,4937999357,02/23/2025,10:02A,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
HUH4140,NY,PAS,4780551791,05/26/2022,12:13P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,17.48,0.02,92.46,0,000,BK,DEPARTMENT OF TRANSPORTATION,,08/18/2022
HUH4140,NY,PAS,4781347927,06/02/2022,08:07P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,17.35,0.02,92.33,0,000,QN,DEPARTMENT OF TRANSPORTATION,,08/25/2022
87AGJY,FL,PAS,4781741836,06/01/2022,01:36P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,12.48,0.06,87.42,0,000,QN,DEPARTMENT OF TRANSPORTATION,,08/25/2022
KZM9839,NY,PAS,5703574407,03/23/2025,12:21P,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,QN,TRANSIT AUTHORITY,,
JEL3148,NY,PAS,4939194681,03/06/2025,12:06P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
LRE1037,NY,PAS,4939194759,03/06/2025,12:07P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
BG24437,CT,PAS,4939194991,03/06/2025,12:10P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
T695171C,NY,OMT,4939195053,03/06/2025,12:11P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
LGE1482,NY,OMS,5701174050,11/12/2024,06:20P,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,,TRANSIT AUTHORITY,,
LKW3799,NY,PAS,4966010226,09/24/2025,02:39P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
15762LY,NY,OML,4939195417,03/06/2025,12:14P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
MPL7579,PA,PAS,9196192549,04/19/2025,12:40P,NO PARKING-DAY/TIME LIMITS,60,0,0,0,60,0,023,NY,TRAFFIC,,
LKK2038,NY,PAS,9196193098,04/22/2025,04:45P,FRONT OR BACK PLATE MISSING,65,0,0,0,65,0,019,NY,TRAFFIC,,
T672068C,NY,OMT,4941172553,03/22/2025,12:56P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
EEA8387,NC,PAS,4782439209,06/10/2022,04:14P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,17.48,0.02,92.46,0,000,QN,DEPARTMENT OF TRANSPORTATION,,09/01/2022
JPT4212,NY,PAS,5703574857,03/23/2025,12:44P,NO STANDING-OFF-STREET LOT,50,0,0,0,50,0,000,,TRANSIT AUTHORITY,,
LRS6163,NY,PAS,9179900136,01/10/2025,11:40A,NO PARKING-STREET CLEANING,65,10,0,0,75,0,112,Q,TRAFFIC,,
KZJ2018,NY,PAS,4966010263,09/24/2025,02:40P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
FYK7389,NY,PAS,4939195223,03/06/2025,12:12P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
KYD2636,NY,PAS,4939195028,03/06/2025,12:10P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
EEA8387,NC,PAS,4782565112,06/13/2022,07:05A,PHTO SCHOOL ZN SPEED VIOLATION,50,25,17.72,0.03,92.69,0,000,QN,DEPARTMENT OF TRANSPORTATION,,09/01/2022
JPR8066,NY,PAS,4965839894,09/23/2025,04:10P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,25,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
